AP1;AP2;AP3;AP4;AP5;AP6;AP7;AP8;AP9;AP10;AP11;Beacon 1;Beacon 2;Beacon 3;Beacon 4;Beacon 5;Beacon 6;Beacon 7;Beacon 8;Beacon 9;Beacon 10;Beacon 11;Beacon 12;Beacon 13;Beacon 14;Beacon 15;Beacon 16;Beacon 17;Beacon 18;Beacon 19;Beacon 20;Beacon 21;Beacon 22;Beacon 23;Beacon 24;Beacon 25;Beacon 26;Beacon 27;Beacon 28;Beacon 29;Beacon 30;Beacon 31;Beacon 32;Beacon 33;Beacon 34;Beacon 35;Beacon 36;Beacon 37;Beacon 38;Beacon 39;Beacon 40;Beacon 41;Beacon 42;Beacon 43;Beacon 44;Beacon 45;Beacon 46;X Pos;Y Pos
-110;-110;-110;-71;-67;-66;-67;-67;-110;-79;-110;-110;-82;-110;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-110;-110;-97;-110;-110;-110;-72;-110;-110;-110;-110;-110;-110;-91;-110;-110;-85;-110;-110;-66;-110;-110;-87;-86;-86;-110;-110;-87;-85;-110;-110;-82;-81;26;23.5
-81;-79;-77;-73;-75;-110;-110;-84;-110;-78;-110;-110;-80;-110;-84;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-85;-86;-92;-85;-93;-110;-99;-110;-110;-110;-110;-85;-110;-110;-90;-110;-110;23.5;23.5
-81;-76;-65;-110;-77;-86;-110;-82;-110;-110;-110;-90;-82;-110;-80;-90;-110;-110;-110;-110;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-87;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-77;-91;-110;-110;-110;-110;-86;-110;-110;26;15.8
-110;-110;-75;-84;-87;-81;-110;-110;-80;-67;-82;-110;-75;-86;-83;-85;-82;-89;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-110;-110;-94;-101;-110;-110;-110;-110;-110;-86;-110;-110;-95;-99;-76;-93;-110;-92;-110;-84;-88;-110;-95;46.8;25.1
-110;-110;-75;-67;-63;-68;-110;-74;-110;-110;-110;-102;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-91;-110;-110;-110;-110;-110;-110;-86;-110;-87;-110;-110;-110;-110;-110;-110;-89;-110;-110;-110;-78;-110;-101;-110;-110;-110;-110;-110;-81;-83;-110;-110;-77;-110;46.8;22
-110;-82;-79;-69;-59;-65;-69;-73;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-110;-110;-110;-87;-110;-110;-110;-110;-110;-77;-110;-110;-79;-110;-110;-91;-82;-110;-110;-84;-110;-110;-84;-110;-110;-76;-89;-110;-84;-110;-110;-91;-110;46.8;18.9
-110;-110;-110;-67;-64;-66;-72;-64;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-79;-80;-81;-110;-110;-110;-110;-110;-110;-91;-110;-110;-110;-110;-84;-83;-110;-110;-110;-110;-110;-90;-83;-110;-110;-82;-110;-110;-90;-86;-110;-86;-81;-89;-80;-86;-110;-110;-81;46.8;15.8
-110;-110;-110;-110;-66;-60;-74;-53;-110;-77;-110;-110;-110;-110;-110;-110;-110;-110;-83;-85;-82;-110;-110;-110;-110;-110;-110;-110;-110;-110;-84;-110;-110;-80;-110;-110;-84;-110;-110;-110;-85;-110;-110;-110;-110;-110;-78;-79;-110;-65;-110;-79;-69;-85;-110;-110;-83;46.8;12.7
-110;-110;-75;-77;-60;-61;-69;-67;-110;-110;-110;-89;-110;-110;-110;-110;-96;-97;-81;-81;-110;-110;-110;-110;-110;-110;-110;-86;-92;-110;-88;-110;-110;-110;-95;-110;-91;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-89;-72;-89;-87;-67;-110;-110;-110;-110;46.8;9.6
-110;-110;-110;-110;-67;-59;-65;-74;-110;-77;-110;-110;-96;-110;-110;-110;-110;-110;-70;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-97;-81;-110;-110;-110;-79;-110;-110;-96;-110;-110;-110;-110;-110;-80;-81;-110;-110;-110;-110;-81;-84;-110;-110;-110;46.8;6.5
-110;-110;-110;-110;-73;-59;-66;-110;-110;-110;-110;-110;-110;-110;-110;-110;-95;-94;-110;-86;-110;-110;-110;-110;-110;-110;-110;-81;-110;-110;-94;-110;-110;-110;-110;-102;-110;-73;-110;-93;-110;-110;-110;-86;-110;-110;-80;-73;-110;-82;-72;-110;-76;-110;-96;-110;-110;46.8;3.4
-110;-110;-110;-110;-72;-50;-64;-110;-110;-75;-110;-92;-110;-110;-110;-110;-110;-110;-71;-79;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-98;-94;-110;-110;-110;-84;-110;-110;-83;-110;-110;-90;-110;-110;-80;-67;-110;-77;-88;-110;-79;-110;-110;-85;-84;43.7;3.4
-110;-110;-110;-74;-63;-58;-71;-88;-82;-110;-110;-110;-110;-110;-110;-110;-110;-94;-110;-83;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-110;-110;-81;-110;-110;-110;-110;-110;-83;-110;-110;-80;-110;-110;-85;-80;-110;-81;-88;-110;-110;-78;43.7;6.5
-110;-110;-110;-79;-110;-49;-68;-65;-110;-72;-110;-110;-92;-110;-110;-86;-110;-95;-79;-110;-110;-110;-110;-110;-110;-110;-89;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-80;-78;-110;-80;-110;-84;-77;-110;-110;-110;-86;43.7;9.6
-110;-110;-110;-79;-110;-58;-68;-63;-82;-77;-110;-110;-110;-98;-110;-110;-110;-110;-69;-76;-110;-110;-110;-110;-110;-110;-110;-110;-83;-110;-110;-110;-110;-110;-110;-110;-110;-84;-110;-110;-110;-110;-110;-110;-110;-110;-78;-110;-110;-110;-110;-110;-81;-93;-110;-110;-110;43.7;12.7
-110;-110;-110;-110;-62;-61;-63;-73;-110;-110;-110;-110;-110;-110;-110;-110;-110;-100;-110;-110;-91;-110;-110;-110;-110;-110;-110;-110;-90;-110;-92;-110;-110;-110;-110;-110;-110;-63;-110;-94;-110;-110;-110;-110;-110;-110;-82;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;43.7;15.8
-110;-110;-76;-110;-60;-64;-68;-69;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-68;-95;-110;-110;-110;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-110;-110;-77;-84;-95;-110;-110;-110;-110;-88;-110;-110;-110;-84;-95;-110;-79;-110;-110;-110;-110;-76;-77;43.7;18.9
-110;-110;-81;-77;-64;-71;-73;-63;-110;-84;-110;-110;-110;-110;-110;-93;-110;-110;-110;-74;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-78;-110;-110;-79;-110;-110;-78;-110;-110;-88;-83;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-87;-110;-110;-94;-75;-76;43.7;22
-110;-110;-72;-68;-65;-68;-81;-110;-110;-110;-110;-87;-110;-110;-110;-110;-110;-101;-99;-75;-110;-110;-96;-83;-110;-110;-110;-110;-86;-110;-86;-110;-82;-89;-110;-110;-110;-110;-110;-110;-110;-110;-110;-87;-100;-110;-110;-87;-110;-110;-89;-110;-110;-110;-110;-110;-81;43.7;25.1
-81;-78;-69;-70;-49;-76;-110;-80;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-90;-98;-110;-110;-110;-85;-110;-110;-110;-110;-110;-79;-110;-110;-110;-69;-110;-110;-110;-75;-110;-95;-110;-110;-110;-110;-91;-110;-110;-110;-110;-85;-110;-110;-66;-73;40.6;25.1
-110;-110;-110;-68;-62;-71;-110;-69;-110;-110;-110;-82;-110;-110;-110;-110;-97;-110;-110;-84;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-99;-110;-110;-76;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-81;-93;-85;-89;-110;-85;-110;-110;-110;-70;40.6;22
-110;-110;-70;-66;-60;-64;-110;-74;-110;-83;-110;-110;-110;-110;-110;-110;-110;-100;-110;-81;-110;-110;-110;-110;-110;-110;-110;-89;-110;-110;-79;-110;-110;-110;-110;-110;-70;-85;-110;-90;-110;-110;-110;-110;-110;-110;-110;-110;-110;-83;-110;-110;-110;-91;-110;-85;-77;40.6;18.9
-110;-82;-66;-70;-52;-71;-76;-77;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-82;-71;-80;-110;-102;-110;-110;-110;-110;-110;-110;-110;-80;-110;-110;-73;-110;-110;-80;-110;-87;-110;-83;-88;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-72;40.6;15.8
-110;-110;-96;-73;-68;-61;-62;-110;-110;-110;-110;-98;-110;-96;-91;-96;-110;-96;-110;-73;-110;-110;-110;-86;-110;-110;-110;-81;-86;-110;-110;-110;-110;-81;-110;-97;-110;-74;-90;-110;-89;-110;-110;-110;-110;-110;-78;-82;-110;-85;-110;-110;-71;-110;-110;-110;-84;40.6;12.7
-110;-110;-110;-110;-71;-60;-66;-110;-110;-75;-110;-110;-110;-110;-110;-110;-110;-99;-71;-110;-110;-110;-110;-110;-110;-110;-110;-79;-110;-110;-85;-110;-110;-81;-110;-110;-110;-80;-110;-110;-110;-110;-110;-88;-110;-110;-74;-110;-110;-110;-110;-110;-77;-110;-110;-110;-110;40.6;9.6
-110;-110;-110;-83;-74;-60;-64;-110;-110;-72;-110;-89;-110;-110;-110;-110;-110;-110;-78;-110;-90;-110;-110;-110;-110;-110;-110;-87;-91;-110;-85;-110;-110;-110;-87;-98;-83;-79;-110;-110;-110;-110;-110;-83;-110;-110;-110;-82;-110;-110;-110;-79;-110;-110;-110;-110;-110;40.6;6.5
-110;-110;-110;-77;-69;-58;-66;-110;-110;-76;-110;-110;-110;-110;-110;-110;-110;-110;-67;-110;-82;-110;-110;-110;-110;-110;-110;-110;-110;-110;-87;-110;-110;-110;-110;-110;-110;-72;-110;-110;-110;-110;-110;-110;-110;-110;-110;-70;-110;-110;-79;-110;-75;-110;-110;-110;-85;40.6;3.4
-110;-110;-110;-110;-110;-60;-62;-69;-110;-110;-83;-110;-110;-110;-110;-110;-110;-110;-74;-110;-110;-110;-110;-110;-110;-110;-110;-78;-85;-110;-89;-110;-110;-110;-95;-96;-110;-81;-110;-110;-92;-110;-110;-110;-110;-110;-77;-80;-110;-77;-81;-110;-110;-110;-110;-110;-110;37.5;3.4
-110;-110;-88;-110;-74;-64;-64;-69;-75;-110;-110;-96;-110;-96;-110;-110;-110;-110;-84;-85;-94;-110;-110;-110;-110;-110;-110;-75;-110;-110;-110;-110;-110;-88;-110;-110;-91;-110;-110;-110;-91;-110;-110;-84;-110;-110;-72;-72;-110;-110;-75;-91;-79;-110;-110;-86;-110;37.5;6.5
-110;-110;-110;-110;-68;-57;-65;-62;-110;-79;-75;-110;-110;-110;-110;-110;-110;-92;-110;-88;-110;-99;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-101;-73;-81;-110;-110;-110;-110;-90;-110;37.5;9.6
-110;-110;-81;-81;-69;-67;-56;-78;-110;-66;-82;-110;-110;-93;-110;-87;-110;-110;-89;-84;-91;-110;-110;-110;-110;-110;-110;-83;-110;-110;-110;-110;-110;-88;-110;-110;-110;-77;-110;-110;-110;-110;-110;-94;-110;-110;-110;-110;-110;-110;-78;-110;-76;-110;-110;-110;-110;37.5;12.7
-110;-110;-81;-75;-110;-60;-64;-110;-82;-76;-110;-84;-110;-110;-110;-110;-110;-110;-77;-77;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-92;-110;-81;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-96;-62;-110;-110;-110;-83;-110;-110;-104;37.5;15.8
-110;-110;-83;-75;-64;-63;-48;-110;-87;-74;-110;-110;-110;-110;-110;-110;-93;-110;-110;-110;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-83;-110;-98;-85;-110;-96;-86;-110;-110;-110;-87;-110;-110;-86;-110;-110;-88;-85;-93;-110;-84;-83;-110;-110;-110;-110;-110;37.5;18.9
-110;-110;-69;-65;-65;-65;-75;-110;-110;-110;-110;-110;-83;-110;-110;-110;-110;-110;-110;-110;-88;-110;-110;-91;-110;-110;-110;-110;-92;-110;-75;-110;-89;-74;-110;-110;-110;-97;-85;-110;-87;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-86;37.5;22
-82;-110;-71;-63;-63;-110;-110;-74;-110;-110;-110;-88;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-88;-110;-91;-110;-110;-110;-110;-110;-110;-84;-83;-110;-110;-110;-110;-110;-110;-110;-110;-110;-82;-110;-110;-110;-110;-110;-91;-110;-84;-82;-110;-110;-110;-74;37.5;25.1
-77;-78;-72;-52;-67;-72;-74;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-88;-110;-110;-110;-110;-110;-82;-110;-110;-110;-87;-80;-110;-110;-110;-110;-110;-110;-110;-75;-110;-110;-110;-110;-110;-92;-110;-91;-110;-110;-76;-110;-91;-110;-110;-81;34.4;25.1
-110;-110;-73;-53;-69;-74;-78;-70;-110;-110;-110;-110;-102;-110;-110;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-92;-110;-88;-84;-110;-110;-110;-89;-110;-110;-110;-90;-110;-110;-110;-99;-110;-110;-110;-110;-110;-72;-110;-110;-110;-89;-79;34.4;22
-110;-80;-76;-48;-60;-69;-71;-73;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-84;-87;-110;-95;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-82;-110;-110;-82;-83;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-93;-77;-110;-79;-77;-110;-110;-110;-110;34.4;18.9
-110;-110;-110;-64;-66;-110;-63;-69;-85;-96;-110;-87;-110;-95;-110;-89;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-80;-110;-90;-110;-110;-110;-110;-110;-110;-110;-82;-88;-87;-110;-80;-110;-110;-110;-110;-83;34.4;15.8
-110;-110;-110;-75;-110;-60;-62;-68;-110;-76;-110;-99;-110;-110;-110;-86;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-75;-110;-110;-110;-98;-110;-110;-110;-110;-110;-110;-110;-110;-79;-110;-110;-110;-110;-110;-110;-86;-85;-81;-82;-110;-110;-110;34.4;12.7
-110;-110;-110;-76;-110;-63;-60;-64;-110;-76;-85;-110;-110;-110;-110;-110;-110;-110;-79;-85;-88;-110;-110;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-110;-110;-101;-110;-110;-110;-94;-110;-110;-110;-85;-110;-110;-81;-110;-110;-79;-110;-110;-110;-110;-110;-86;-91;34.4;9.6
-110;-110;-110;-72;-110;-65;-56;-63;-110;-110;-82;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-75;-95;-110;-110;-110;-110;-89;-88;-110;-110;-83;-94;-110;-110;-110;-110;-110;-110;-110;-81;-76;-110;-110;-85;-87;-79;-110;-90;-110;-110;34.4;6.5
-110;-110;-86;-80;-110;-73;-64;-65;-110;-110;-81;-110;-110;-96;-110;-110;-110;-110;-79;-110;-110;-110;-110;-110;-110;-110;-110;-79;-110;-110;-110;-110;-110;-110;-86;-97;-110;-80;-110;-110;-110;-110;-110;-87;-110;-110;-70;-110;-110;-110;-79;-84;-85;-110;-110;-110;-110;34.4;3.4
-110;-110;-110;-110;-110;-66;-68;-61;-110;-75;-83;-110;-110;-110;-110;-85;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-73;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-90;-83;-110;-110;-110;-110;-110;-85;31.3;3.4
-110;-110;-110;-110;-73;-110;-59;-48;-75;-71;-75;-110;-89;-110;-110;-88;-110;-82;-86;-84;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-84;-110;-99;-110;-110;-92;-87;-81;-110;-110;-110;-110;-110;-89;-110;-110;-110;-110;-90;-110;-110;-110;-110;-77;-110;-86;-89;31.3;6.5
-110;-110;-110;-73;-110;-110;-59;-58;-110;-71;-79;-110;-110;-110;-89;-83;-110;-110;-81;-87;-110;-110;-110;-110;-110;-110;-110;-80;-110;-110;-77;-110;-110;-110;-110;-110;-110;-79;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-82;-79;-78;-84;-110;-95;-110;-110;31.3;9.6
-110;-110;-110;-74;-75;-65;-60;-60;-78;-110;-110;-110;-110;-94;-85;-110;-110;-110;-89;-110;-110;-110;-110;-110;-110;-110;-110;-74;-110;-110;-110;-110;-110;-110;-110;-110;-110;-79;-110;-110;-89;-110;-110;-85;-110;-110;-110;-110;-110;-81;-110;-110;-80;-74;-110;-110;-110;31.3;12.7
-110;-110;-110;-110;-110;-110;-61;-60;-110;-77;-110;-89;-110;-110;-110;-85;-110;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-83;-88;-110;-78;-110;-110;-86;-110;-110;-87;-110;-110;-110;-91;-110;-110;-110;-110;-110;-91;-76;-110;-110;-85;-86;-110;-110;-110;-110;-110;31.3;15.8
-110;-110;-80;-60;-65;-72;-60;-110;-110;-72;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-86;-110;-74;-110;-110;-110;-92;-110;-86;-110;-110;-91;-110;-110;-110;-85;-110;-110;-89;-110;-110;-78;-110;-68;-69;-110;-110;-110;-110;28.2;9.6
-110;-110;-110;-110;-110;-110;-60;-57;-74;-61;-77;-110;-110;-110;-110;-74;-88;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-93;-110;-110;-110;-90;-110;-110;-85;-110;-110;-110;-110;-110;-81;-110;-110;-90;-83;-110;-110;-110;-86;-81;-110;-110;-110;-110;28.2;6.5
-110;-110;-91;-110;-110;-71;-63;-61;-74;-62;-78;-110;-110;-110;-110;-75;-110;-110;-84;-86;-91;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-79;-110;-110;-110;-110;-110;-84;-110;-110;-87;-110;-110;-110;-110;-110;-81;-110;-110;-110;-110;28.2;3.4
-110;-110;-110;-110;-110;-72;-66;-50;-70;-70;-83;-110;-110;-99;-110;-110;-110;-110;-89;-86;-110;-110;-110;-110;-110;-110;-110;-79;-110;-110;-87;-110;-110;-110;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;-97;-110;-84;-110;-110;-79;-110;-110;-110;-110;-110;-110;-110;31.3;22
-110;-110;-110;-80;-110;-75;-64;-60;-79;-110;-110;-110;-110;-110;-110;-110;-110;-110;-80;-83;-110;-110;-110;-110;-110;-110;-110;-74;-110;-110;-81;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-110;-110;-91;-110;-110;-110;-82;-97;-110;-90;-110;-89;-78;-110;-86;-110;31.3;25.1
-68;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-80;-110;-81;-110;-110;-110;-110;-90;-89;-78;-77;-110;-110;-110;-110;-110;-95;-110;-110;-110;-110;-91;-110;-110;-85;-110;-110;-110;-110;-91;-110;-110;-110;-110;-88;-110;-110;-110;-110;-110;-88;-110;-110;3.4;18.9
-66;-110;-69;-110;-110;-110;-110;-110;-80;-110;-72;-110;-110;-94;-84;-110;-110;-110;-110;-110;-110;-79;-81;-71;-110;-91;-110;-110;-110;-92;-94;-110;-110;-110;-110;-110;-90;-110;-79;-110;-110;-110;-76;-87;-80;-110;-110;-110;-80;-110;-110;-110;-97;-110;-85;-110;-110;9.6;15.8
-66;-110;-66;-110;-110;-89;-110;-110;-69;-110;-67;-110;-110;-110;-70;-110;-110;-110;-110;-110;-110;-110;-110;-78;-110;-110;-110;-110;-110;-90;-110;-88;-110;-110;-86;-83;-110;-110;-110;-110;-110;-110;-83;-110;-75;-110;-110;-110;-79;-110;-110;-110;-110;-110;-74;-110;-110;12.7;15.8
-77;-110;-110;-110;-110;-90;-110;-110;-70;-110;-70;-110;-110;-77;-74;-110;-110;-84;-110;-110;-110;-110;-110;-80;-75;-110;-110;-110;-110;-110;-110;-83;-110;-110;-90;-110;-91;-96;-81;-110;-110;-89;-110;-90;-69;-110;-110;-110;-79;-95;-110;-110;-110;-110;-80;-110;-110;15.8;15.8
-76;-110;-63;-110;-110;-110;-110;-110;-69;-110;-73;-110;-110;-87;-110;-110;-67;-86;-110;-110;-110;-86;-110;-85;-73;-110;-110;-110;-110;-110;-86;-110;-87;-110;-91;-110;-110;-110;-110;-110;-95;-110;-77;-94;-79;-110;-110;-110;-110;-110;-110;-110;-110;-92;-80;-110;-110;12.7;22
-79;-78;-70;-63;-52;-74;-110;-81;-110;-110;-110;-85;-110;-110;-110;-110;-110;-110;-110;-110;-80;-110;-110;-110;-110;-110;-110;-91;-110;-110;-90;-110;-110;-110;-110;-110;-85;-110;-81;-81;-80;-110;-110;-85;-110;-110;-86;-95;-110;-85;-110;-89;-110;-110;-110;-73;-74;15.8;22
